gene_id,cosmic_gene_symbol,ensembl_gene_id,entrez_id,hgnc_id,hgnc_symbol,refseq_id,uniprot_id
SIDG39149,TRIM64C,ENSG00000214891,646754.0,HGNC:37148,TRIM64C,NM_001206631,A6NLI5
SIDG39150,,ENSG00000254751,727828.0,HGNC:43974,TRIM64DP,NG_028916,
SIDG39151,,ENSG00000223709,440061.0,HGNC:43975,TRIM64EP,NG_028917,
SIDG39152,,ENSG00000226185,390233.0,HGNC:43976,TRIM64FP,NG_028781,
SIDG39153,TRIM65,ENSG00000141569,201292.0,HGNC:27316,TRIM65,NM_173547,Q6PJ69
SIDG39154,TRIM66,ENSG00000166436,9866.0,HGNC:29005,TRIM66,XM_084529,O15016
SIDG39155,TRIM67,ENSG00000119283,440730.0,HGNC:31859,TRIM67,NM_001004342,Q6ZTA4
SIDG39156,TRIM68,ENSG00000167333,55128.0,HGNC:21161,TRIM68,NM_018073,Q6AZZ1
SIDG39157,TRIM69,ENSG00000185880,140691.0,HGNC:17857,TRIM69,NM_001301144,Q86WT6
SIDG39158,TRIM71,ENSG00000206557,131405.0,HGNC:32669,TRIM71,NM_001039111,Q2Q1W2
SIDG39159,TRIM72,ENSG00000177238,493829.0,HGNC:32671,TRIM72,NM_001008274,Q6ZMU5
SIDG39160,TRIM73,ENSG00000178809,375593.0,HGNC:18162,TRIM73,NM_198924,Q86UV7
SIDG39161,TRIM74,ENSG00000155428,378108.0,HGNC:17453,TRIM74,NM_198853,Q86UV6
SIDG39162,,ENSG00000250374,391714.0,HGNC:32686,TRIM75P,NG_016722,A6NK02
SIDG39163,,ENSG00000214414,390231.0,HGNC:34228,TRIM77,NM_001146162,I1YAP6
SIDG39164,,ENSG00000254993,646770.0,HGNC:43980,TRIM77BP,NG_028906,
SIDG39165,,,,HGNC:17232,TRIM78P,,
SIDG39166,,ENSG00000232724,106480328.0,HGNC:51490,TRIM80P,NG_044485,
SIDG39167,TRIML1,ENSG00000184108,339976.0,HGNC:26698,TRIML1,NM_178556,Q8N9V2
SIDG39168,TRIML2,ENSG00000179046,205860.0,HGNC:26378,TRIML2,NM_173553,Q8N7C3
SIDG39169,TRIO,ENSG00000038382,7204.0,HGNC:12303,TRIO,NM_007118,O75962
SIDG39170,TRIOBP,ENSG00000100106,11078.0,HGNC:17009,TRIOBP,NM_001039141,Q9H2D6
SIDG39171,TRIP4,ENSG00000103671,9325.0,HGNC:12310,TRIP4,NM_016213,Q15650
SIDG39172,TRIP6,ENSG00000087077,7205.0,HGNC:12311,TRIP6,NM_003302,Q15654
SIDG39173,TRIP10,ENSG00000125733,9322.0,HGNC:12304,TRIP10,NM_001288962,Q15642
SIDG39174,TRIP11,ENSG00000100815,9321.0,HGNC:12305,TRIP11,NM_001321851,Q15643
SIDG39175,TRIP12,ENSG00000153827,9320.0,HGNC:12306,TRIP12,NM_004238,Q14669
SIDG39176,TRIP13,ENSG00000071539,9319.0,HGNC:12307,TRIP13,NM_004237,Q15645
SIDG39177,TRIQK,ENSG00000205133,286144.0,HGNC:27828,TRIQK,NM_001171795,Q629K1
SIDG39178,,ENSG00000123144,79002.0,HGNC:28424,TRIR,NM_024038,Q9BQ61
SIDG39179,TRIT1,ENSG00000043514,54802.0,HGNC:20286,TRIT1,NM_017646,Q9H3H1
SIDG39180,,,100189107.0,HGNC:34668,TRK-CTT1-1,,
SIDG39181,,,100189013.0,HGNC:34572,TRK-CTT1-2,,
SIDG39182,,,100189198.0,HGNC:34761,TRK-CTT2-1,,
SIDG39183,,,100189399.0,HGNC:34967,TRK-CTT2-2,,
SIDG39184,,,790966.0,HGNC:33199,TRK-CTT2-3,,
SIDG39185,,,100189110.0,HGNC:34671,TRK-CTT2-4,,
SIDG39186,,,100189282.0,HGNC:34848,TRK-CTT2-5,,
SIDG39187,,,100189119.0,HGNC:34681,TRK-CTT3-1,,
SIDG39188,,,100189062.0,HGNC:34621,TRK-CTT4-1,,
SIDG39189,,,100189209.0,HGNC:34772,TRK-CTT5-1,,
SIDG39190,,,100188995.0,HGNC:34552,TRK-CTT6-1,,
SIDG39191,,,101056699.0,HGNC:35098,TRK-CTT7-1,NG_032957,
SIDG39192,,,100189244.0,HGNC:34807,TRK-CTT8-1,,
SIDG39193,,,100189180.0,HGNC:34742,TRK-CTT9-1,,
SIDG39194,,,100189367.0,HGNC:34935,TRK-CTT10-1,,
SIDG39195,,,100189311.0,HGNC:34878,TRK-CTT11-1,,
SIDG39196,,,100189464.0,HGNC:35036,TRK-CTT12-1,NG_008522,
SIDG39197,,,100189439.0,HGNC:35009,TRK-CTT13-1,NG_008599,
SIDG39198,,,100189467.0,HGNC:35039,TRK-CTT14-1,NG_008525,
SIDG39199,,,100188999.0,HGNC:34556,TRK-CTT15-1,,
SIDG39200,,,100189536.0,HGNC:35113,TRK-CTT16-1,NG_008594,
SIDG39201,,,100189125.0,HGNC:34687,TRK-TTT1-1,,
SIDG39202,,,100189294.0,HGNC:34860,TRK-TTT2-1,,
SIDG39203,,,100189122.0,HGNC:34684,TRK-TTT3-1,,
SIDG39204,,,100189425.0,HGNC:34994,TRK-TTT3-2,,
SIDG39205,,,100189234.0,HGNC:34797,TRK-TTT3-3,,
SIDG39206,,,100049613.0,HGNC:33256,TRK-TTT3-4,,
SIDG39207,,,7206.0,HGNC:12314,TRK-TTT3-5,,
SIDG39208,,,100189053.0,HGNC:34612,TRK-TTT4-1,,
SIDG39209,,,100189238.0,HGNC:34801,TRK-TTT5-1,,
SIDG39210,,,100189182.0,HGNC:34745,TRK-TTT6-1,,
SIDG39211,,,100189332.0,HGNC:34900,TRK-TTT7-1,,
SIDG39212,,,100189098.0,HGNC:34659,TRK-TTT8-1,,
SIDG39213,,,100189390.0,HGNC:34958,TRK-TTT9-1,,
SIDG39214,,,100189480.0,HGNC:35053,TRK-TTT10-1,NG_008538,
SIDG39215,,,100189104.0,HGNC:34665,TRK-TTT11-1,,
SIDG39216,,,100189051.0,HGNC:34610,TRK-TTT12-1,,
SIDG39217,,,100189539.0,HGNC:35116,TRK-TTT13-1,NG_008597,
SIDG39218,,,100189514.0,HGNC:35089,TRK-TTT14-1,NG_008572,
SIDG39219,,,100189504.0,HGNC:35079,TRK-TTT15-1,NG_008562,
SIDG39220,,,100189392.0,HGNC:34960,TRK-TTT16-1,,
SIDG39221,,,100189519.0,HGNC:35094,TRK-TTT17-1,NG_008577,
SIDG39222,,,100189362.0,HGNC:34930,TRL-AAG1-1,,
SIDG39223,,,100189273.0,HGNC:34836,TRL-AAG1-2,,
SIDG39224,,,100189004.0,HGNC:34561,TRL-AAG1-3,,
SIDG39225,,,100189328.0,HGNC:34895,TRL-AAG2-1,,
SIDG39226,,,100189202.0,HGNC:34765,TRL-AAG2-2,,
SIDG39227,,,7207.0,HGNC:12315,TRL-AAG2-3,,
SIDG39228,,,100189291.0,HGNC:34857,TRL-AAG2-4,,
SIDG39229,,,100189169.0,HGNC:34731,TRL-AAG3-1,,
SIDG39230,,,100189118.0,HGNC:34680,TRL-AAG4-1,,
SIDG39231,,,100189043.0,HGNC:34602,TRL-AAG5-1,,
SIDG39232,,,100189429.0,HGNC:34998,TRL-AAG6-1,,
SIDG39233,,,100189493.0,HGNC:35068,TRL-AAG7-1,NG_008551,
SIDG39234,,,100189349.0,HGNC:34917,TRL-AAG8-1,,
SIDG39235,,,103456511.0,HGNC:38583,TRL-CAA1-1,,
SIDG39236,,,100189237.0,HGNC:34800,TRL-CAA1-2,,
SIDG39237,,,100189301.0,HGNC:34867,TRL-CAA2-1,,
SIDG39238,,,100189038.0,HGNC:34597,TRL-CAA3-1,,
SIDG39239,,,100189199.0,HGNC:34762,TRL-CAA4-1,,
SIDG39240,,,100189370.0,HGNC:34938,TRL-CAA5-1,,
SIDG39241,,,100189003.0,HGNC:34560,TRL-CAA6-1,,
SIDG39242,,,100189499.0,HGNC:35074,TRL-CAA7-1,NG_008557,
SIDG39243,,,100189394.0,HGNC:34962,TRL-CAG1-1,,
SIDG39244,,,100189009.0,HGNC:34568,TRL-CAG1-2,,
SIDG39245,,,100189316.0,HGNC:34883,TRL-CAG1-3,,
SIDG39246,,,100189364.0,HGNC:34932,TRL-CAG1-4,,
SIDG39247,,,100189139.0,HGNC:34701,TRL-CAG1-5,,
SIDG39248,,,100189018.0,HGNC:34577,TRL-CAG1-6,,
SIDG39249,,,100189288.0,HGNC:34854,TRL-CAG1-7,,
SIDG39250,,,100189130.0,HGNC:34692,TRL-CAG2-1,,
SIDG39251,,,100189089.0,HGNC:34649,TRL-CAG2-2,,
SIDG39252,,,100189204.0,HGNC:34767,TRL-CAG3-1,,
SIDG39253,,,100189313.0,HGNC:34880,TRL-TAA1-1,,
SIDG39254,,,100189164.0,HGNC:34726,TRL-TAA2-1,,
SIDG39255,,,100189240.0,HGNC:34803,TRL-TAA3-1,,
SIDG39256,,,100189067.0,HGNC:34626,TRL-TAA4-1,,
SIDG39257,,,100189175.0,HGNC:34737,TRL-TAA5-1,,
SIDG39258,,,7208.0,HGNC:12316,TRL-TAG1-1,,
SIDG39259,,,100189151.0,HGNC:34713,TRL-TAG2-1,,
SIDG39260,,,100189032.0,HGNC:34591,TRL-TAG3-1,,
SIDG39261,,,100189441.0,HGNC:35011,TRL-TAG4-1,NG_008497,
SIDG39262,,,100189201.0,HGNC:34764,TRM-CAT1-1,,
SIDG39263,,,100189135.0,HGNC:34697,TRM-CAT2-1,,
SIDG39264,,,100189216.0,HGNC:34779,TRM-CAT3-1,,
SIDG39265,,,100189111.0,HGNC:34673,TRM-CAT3-2,,
SIDG39266,,,100189100.0,HGNC:34661,TRM-CAT4-1,,
SIDG39267,,,100189354.0,HGNC:34922,TRM-CAT4-2,,
SIDG39268,,,100189391.0,HGNC:34959,TRM-CAT4-3,,
SIDG39269,,,100189303.0,HGNC:34869,TRM-CAT5-1,,
SIDG39270,,,100189226.0,HGNC:34789,TRM-CAT6-1,,
SIDG39271,,,100189085.0,HGNC:34645,TRM-CAT7-1,,
SIDG39272,,,,HGNC:12321,TRMEP1,,
SIDG39273,,ENSG00000136932,51531.0,HGNC:30967,TRMO,NM_016481,Q9BU70
SIDG39274,TRMT1,ENSG00000104907,55621.0,HGNC:25980,TRMT1,NM_017722,Q9NXH9
SIDG39275,TRMT1L,ENSG00000121486,81627.0,HGNC:16782,TRMT1L,NM_030934,Q7Z2T5
SIDG39276,TRMT2A,ENSG00000099899,27037.0,HGNC:24974,TRMT2A,NM_022727,Q8IZ69
SIDG39277,TRMT2B,ENSG00000188917,79979.0,HGNC:25748,TRMT2B,NM_024917,Q96GJ1
SIDG39278,,ENSG00000225839,106481789.0,HGNC:41116,TRMT2B-AS1,,
SIDG39279,TRMT5,ENSG00000126814,57570.0,HGNC:23141,TRMT5,NM_020810,Q32P41
SIDG39280,TRMT6,ENSG00000089195,51605.0,HGNC:20900,TRMT6,NM_001281467,Q9UJA5
SIDG39281,,ENSG00000250305,57604.0,HGNC:26725,TRMT9B,NM_001099677,Q9P272
SIDG39282,,ENSG00000145331,93587.0,HGNC:28403,TRMT10A,NM_152292,Q8TBZ6
SIDG39283,,ENSG00000165275,158234.0,HGNC:26454,TRMT10B,NM_144964,Q6PF06
SIDG39284,,ENSG00000253580,101060002.0,HGNC:52409,TRMT10BP1,,
SIDG39285,,ENSG00000174173,54931.0,HGNC:26022,TRMT10C,NM_017819,Q7L0Y3
SIDG39286,TRMT11,ENSG00000066651,60487.0,HGNC:21080,TRMT11,NM_021820,Q7Z4G4
SIDG39287,TRMT12,ENSG00000183665,55039.0,HGNC:26091,TRMT12,NM_017956,Q53H54
SIDG39288,,ENSG00000122435,54482.0,HGNC:25502,TRMT13,NM_019083,Q9NUP7
SIDG39289,TRMT44,ENSG00000155275,152992.0,HGNC:26653,TRMT44,NM_152544,Q8IYL2
SIDG39290,TRMT61A,ENSG00000166166,115708.0,HGNC:23790,TRMT61A,NM_152307,Q96FX7
SIDG39291,TRMT61B,ENSG00000171103,55006.0,HGNC:26070,TRMT61B,NM_017910,Q9BVS5
SIDG39292,TRMT112,ENSG00000173113,51504.0,HGNC:26940,TRMT112,NM_016404,Q9UI30
SIDG39293,,ENSG00000250272,100288861.0,HGNC:44020,TRMT112P1,NG_027524,
SIDG39294,,ENSG00000249778,106479033.0,HGNC:44021,TRMT112P2,NG_044366,
SIDG39295,,ENSG00000265262,729667.0,HGNC:44022,TRMT112P3,NG_027522,
SIDG39296,,ENSG00000236763,100288173.0,HGNC:44023,TRMT112P4,NG_027523,
SIDG39297,,ENSG00000250161,106480784.0,HGNC:44024,TRMT112P5,NG_044040,
SIDG39298,,ENSG00000268412,391358.0,HGNC:44025,TRMT112P6,NG_027521,
SIDG39299,,ENSG00000270275,100287567.0,HGNC:44026,TRMT112P7,NG_027525,
SIDG39300,TRMU,ENSG00000100416,55687.0,HGNC:25481,TRMU,NM_018006,O75648
SIDG39301,,,100189320.0,HGNC:34887,TRN-ATT1-1,,
SIDG39302,,,103581030.0,HGNC:50812,TRN-ATT1-2,,
SIDG39303,,,100189126.0,HGNC:34688,TRN-GTT1-1,,
SIDG39304,,,7214.0,HGNC:12324,TRN-GTT2-1,,
SIDG39305,,,100189402.0,HGNC:34971,TRN-GTT2-2,,
SIDG39306,,,100189083.0,HGNC:34643,TRN-GTT2-3,,
SIDG39307,,,100189036.0,HGNC:34595,TRN-GTT2-4,,
SIDG39308,,,100189176.0,HGNC:34738,TRN-GTT2-5,,
SIDG39309,,,100189195.0,HGNC:34758,TRN-GTT2-6,,
SIDG39310,,,100189323.0,HGNC:34890,TRN-GTT3-1,,
SIDG39311,,,100189127.0,HGNC:34689,TRN-GTT3-2,,
SIDG39312,,,791226.0,HGNC:33197,TRN-GTT4-1,,
SIDG39313,,,101822346.0,HGNC:38582,TRN-GTT5-1,,
SIDG39314,,,791227.0,HGNC:33198,TRN-GTT6-1,,
SIDG39315,,,100189005.0,HGNC:34562,TRN-GTT7-1,,
SIDG39316,,,100189059.0,HGNC:34618,TRN-GTT8-1,,
SIDG39317,,,100189304.0,HGNC:34870,TRN-GTT9-1,,
SIDG39318,,,100189193.0,HGNC:34756,TRN-GTT9-2,,
SIDG39319,,,100189517.0,HGNC:35092,TRN-GTT10-1,NG_008575,
SIDG39320,,,100189108.0,HGNC:34669,TRN-GTT11-1,,
SIDG39321,,,100189257.0,HGNC:34820,TRN-GTT11-2,,
SIDG39322,,,100189356.0,HGNC:34924,TRN-GTT12-1,,
SIDG39323,,,100189183.0,HGNC:34746,TRN-GTT13-1,,
SIDG39324,,,100188996.0,HGNC:34553,TRN-GTT14-1,,
SIDG39325,,,100189233.0,HGNC:34796,TRN-GTT15-1,,
SIDG39326,,,100189069.0,HGNC:34628,TRN-GTT16-1,,
SIDG39327,,,100189271.0,HGNC:34834,TRN-GTT16-2,,
SIDG39328,,,100189079.0,HGNC:34639,TRN-GTT16-3,,
SIDG39329,,,100189165.0,HGNC:34727,TRN-GTT16-4,,
SIDG39330,,,100189338.0,HGNC:34906,TRN-GTT16-5,,
SIDG39331,,,100189096.0,HGNC:34657,TRN-GTT17-1,,
SIDG39332,,,103456509.0,HGNC:50799,TRN-GTT18-1,,
SIDG39333,,,100189381.0,HGNC:34949,TRN-GTT19-1,,
SIDG39334,,,100189266.0,HGNC:34829,TRN-GTT20-1,,
SIDG39335,,,100873961.0,HGNC:38584,TRN-GTT21-1,,
SIDG39336,,,100189534.0,HGNC:35111,TRN-GTT22-1,NG_008592,
SIDG39337,,,100189490.0,HGNC:35064,TRN-GTT23-1,NG_008548,
SIDG39338,,,,HGNC:34804,TRNAC17,,
SIDG39339,,,,HGNC:12267,TRNAE2,,
SIDG39340,,,,HGNC:12272,TRNAG1,,
SIDG39341,,,,HGNC:34709,TRNAG14,,
SIDG39342,,,,HGNC:34743,TRNAI10,,
SIDG39343,,,,HGNC:34837,TRNAI14,,
SIDG39344,,,,HGNC:34872,TRNAI16,,
SIDG39345,,,,HGNC:34899,TRNAI19,,
SIDG39346,,,,HGNC:35002,TRNAI27,,
SIDG39347,,,,HGNC:34636,TRNAK10,,
SIDG39348,,,,HGNC:34843,TRNAK25,,
SIDG39349,,,,HGNC:34844,TRNAL25,,
SIDG39350,,,,HGNC:12317,TRNAL47P,,
SIDG39351,,,,HGNC:34586,TRNAN6,,
SIDG39352,,,,HGNC:34968,TRNAN31,,
SIDG39353,,,,HGNC:34972,TRNAN33,,
SIDG39354,,,,HGNC:34565,TRNAQ4,,
SIDG39355,,,,HGNC:34672,TRNAR13,,
SIDG39356,TRNAU1AP,ENSG00000180098,54952.0,HGNC:30813,TRNAU1AP,NM_017846,Q9NX07
SIDG39357,,,,HGNC:12356,TRNAVP1,,
SIDG39358,,,,HGNC:12357,TRNAVP2,,
SIDG39359,,,,HGNC:12358,TRNAVP3,,
SIDG39360,,,,HGNC:12359,TRNAVP4,,
SIDG39361,,,,HGNC:12325,TRNL,,
SIDG39362,TRNP1,ENSG00000253368,388610.0,HGNC:34348,TRNP1,NM_001013642,Q6NT89
SIDG39363,TRNT1,ENSG00000072756,51095.0,HGNC:17341,TRNT1,NM_001302946,Q96Q11
SIDG39364,TRO,ENSG00000067445,7216.0,HGNC:12326,TRO,NM_016157,Q12816
SIDG39365,TROAP,ENSG00000135451,10024.0,HGNC:12327,TROAP,NM_005480,Q12815
SIDG39366,TROVE2,ENSG00000116747,6738.0,HGNC:11313,TROVE2,NM_004600,P10155
SIDG39367,,,100189020.0,HGNC:34579,TRP-AGG1-1,,
SIDG39368,,,100189019.0,HGNC:34578,TRP-AGG2-1,,
SIDG39369,,,100189223.0,HGNC:34786,TRP-AGG2-2,,
SIDG39370,,,100189276.0,HGNC:34840,TRP-AGG2-3,,
SIDG39371,,,100189072.0,HGNC:34631,TRP-AGG2-4,,
SIDG39372,,,7217.0,HGNC:12330,TRP-AGG2-5,,
SIDG39373,,,7218.0,HGNC:12331,TRP-AGG2-6,,
SIDG39374,,,100189136.0,HGNC:34698,TRP-AGG2-7,,
SIDG39375,,,100189296.0,HGNC:34862,TRP-AGG2-8,,
SIDG39376,,,100189361.0,HGNC:34929,TRP-AGG3-1,,
SIDG39377,,,100189530.0,HGNC:35107,TRP-AGG4-1,NG_008588,
SIDG39378,,,100189482.0,HGNC:35055,TRP-AGG5-1,NG_008540,
SIDG39379,,,100189476.0,HGNC:35049,TRP-AGG6-1,NG_008534,
SIDG39380,,,100189211.0,HGNC:34774,TRP-CGG1-1,,
SIDG39381,,,100189221.0,HGNC:34784,TRP-CGG1-2,,
SIDG39382,,,100189124.0,HGNC:34686,TRP-CGG1-3,,
SIDG39383,,,100189172.0,HGNC:34734,TRP-CGG2-1,,
SIDG39384,,,100189455.0,HGNC:35026,TRP-GGG1-1,NG_008512,
SIDG39385,,,100189286.0,HGNC:34852,TRP-TGG1-1,,
SIDG39386,,,100189224.0,HGNC:34787,TRP-TGG2-1,,
SIDG39387,,,7219.0,HGNC:12332,TRP-TGG3-1,,
SIDG39388,,,100189088.0,HGNC:34648,TRP-TGG3-2,,
SIDG39389,,,100189335.0,HGNC:34903,TRP-TGG3-3,,
SIDG39390,,,100189388.0,HGNC:34956,TRP-TGG3-4,,
SIDG39391,,,100189281.0,HGNC:34847,TRP-TGG3-5,,
SIDG39392,,,100189483.0,HGNC:35056,TRP-TGG4-1,NG_008541,
SIDG39393,,,100189515.0,HGNC:35090,TRP-TGG5-1,NG_008573,
SIDG39394,TRPA1,ENSG00000104321,8989.0,HGNC:497,TRPA1,NM_007332,O75762
SIDG39395,TRPC1,ENSG00000144935,7220.0,HGNC:12333,TRPC1,NM_003304,P48995
SIDG39396,,ENSG00000182048,7221.0,HGNC:12334,TRPC2,NR_002720,
SIDG39397,TRPC3,ENSG00000138741,7222.0,HGNC:12335,TRPC3,NM_003305,Q13507
SIDG39398,TRPC4,ENSG00000133107,7223.0,HGNC:12336,TRPC4,NM_003306,Q9UBN4
SIDG39399,TRPC4AP,ENSG00000100991,26133.0,HGNC:16181,TRPC4AP,NM_015638,Q8TEL6
SIDG39400,TRPC5,ENSG00000072315,7224.0,HGNC:12337,TRPC5,NM_012471,Q9UL62
SIDG39401,,ENSG00000204025,100329135.0,HGNC:40593,TRPC5OS,NM_001195576,A6NMA1
SIDG39402,TRPC6,ENSG00000137672,7225.0,HGNC:12338,TRPC6,NM_004621,Q9Y210
SIDG39403,,ENSG00000223484,644218.0,HGNC:23270,TRPC6P,NG_005687,
SIDG39404,TRPC7,ENSG00000069018,57113.0,HGNC:20754,TRPC7,NM_020389,Q9HCX4
SIDG39405,,ENSG00000248211,100874024.0,HGNC:40936,TRPC7-AS1,,
SIDG39406,,ENSG00000250947,106478968.0,HGNC:40937,TRPC7-AS2,NR_133682,
SIDG39407,TRPM1,ENSG00000134160,4308.0,HGNC:7146,TRPM1,NM_002420,Q7Z4N2
SIDG39408,TRPM2,ENSG00000142185,7226.0,HGNC:12339,TRPM2,NM_003307,O94759
SIDG39409,,ENSG00000230061,101928607.0,HGNC:50758,TRPM2-AS,NR_109964,
SIDG39410,TRPM3,ENSG00000083067,80036.0,HGNC:17992,TRPM3,NM_206945,Q9HCF6
SIDG39411,TRPM4,ENSG00000130529,54795.0,HGNC:17993,TRPM4,NM_017636,Q8TD43
SIDG39412,TRPM5,ENSG00000070985,29850.0,HGNC:14323,TRPM5,NM_014555,Q9NZQ8
SIDG39413,TRPM6,ENSG00000119121,140803.0,HGNC:17995,TRPM6,NM_017662,Q9BX84
SIDG39414,TRPM7,ENSG00000092439,54822.0,HGNC:17994,TRPM7,NM_017672,Q96QT4
SIDG39415,TRPM8,ENSG00000144481,79054.0,HGNC:17961,TRPM8,NM_024080,Q7Z2W7
SIDG39416,TRPS1,ENSG00000104447,7227.0,HGNC:12340,TRPS1,NM_014112,Q9UHF7
SIDG39417,TRPT1,ENSG00000149743,83707.0,HGNC:20316,TRPT1,NM_031472,Q86TN4
SIDG39418,TRPV1,ENSG00000196689,7442.0,HGNC:12716,TRPV1,NM_018727,Q8NER1
SIDG39419,TRPV2,ENSG00000187688,51393.0,HGNC:18082,TRPV2,NM_016113,Q9Y5S1
SIDG39420,TRPV3,ENSG00000167723,162514.0,HGNC:18084,TRPV3,NM_145068,Q8NET8
SIDG39421,TRPV4,ENSG00000111199,59341.0,HGNC:18083,TRPV4,NM_021625,Q9HBA0
SIDG39422,TRPV5,ENSG00000127412,56302.0,HGNC:3145,TRPV5,NM_019841,Q9NQA5
SIDG39423,TRPV6,ENSG00000165125,55503.0,HGNC:14006,TRPV6,NM_014274,Q9H1D0
SIDG39424,,,100189287.0,HGNC:34853,TRQ-CTG1-1,,
SIDG39425,,,100189189.0,HGNC:34752,TRQ-CTG1-2,,
SIDG39426,,,100189121.0,HGNC:34683,TRQ-CTG1-3,,
SIDG39427,,,100189317.0,HGNC:34884,TRQ-CTG1-4,,
SIDG39428,,,7228.0,HGNC:12341,TRQ-CTG1-5,,
SIDG39429,,,100189268.0,HGNC:34831,TRQ-CTG2-1,,
SIDG39430,,,100189386.0,HGNC:34954,TRQ-CTG3-1,,
SIDG39431,,,100189140.0,HGNC:34702,TRQ-CTG3-2,,
SIDG39432,,,100189056.0,HGNC:34615,TRQ-CTG4-1,,
SIDG39433,,,100189261.0,HGNC:34824,TRQ-CTG4-2,,
SIDG39434,,,100189329.0,HGNC:34896,TRQ-CTG5-1,,
SIDG39435,,,100189214.0,HGNC:34777,TRQ-CTG6-1,,
SIDG39436,,,100188998.0,HGNC:34555,TRQ-CTG7-1,,
SIDG39437,,,100189217.0,HGNC:34780,TRQ-CTG8-1,,
SIDG39438,,,100189154.0,HGNC:34716,TRQ-CTG8-2,,
SIDG39439,,,100189531.0,HGNC:35108,TRQ-CTG9-1,NG_008589,
SIDG39440,,,100189322.0,HGNC:34889,TRQ-CTG10-1,,
SIDG39441,,,100189452.0,HGNC:35023,TRQ-CTG11-1,NG_008508,
SIDG39442,,,100189389.0,HGNC:34957,TRQ-CTG12-1,,
SIDG39443,,,100189538.0,HGNC:35115,TRQ-CTG13-1,NG_008596,
SIDG39444,,,100189523.0,HGNC:38574,TRQ-CTG14-1,NG_008581,
SIDG39445,,,100189016.0,HGNC:34575,TRQ-CTG15-1,,
SIDG39446,,,100189503.0,HGNC:35078,TRQ-CTG16-1,NG_008561,
SIDG39447,,,100189302.0,HGNC:34868,TRQ-CTG17-1,,
SIDG39448,,,100189351.0,HGNC:34919,TRQ-CTG18-1,,
SIDG39449,,,7229.0,HGNC:12342,TRQ-TTG1-1,,
SIDG39450,,,100189138.0,HGNC:34700,TRQ-TTG2-1,,
SIDG39451,,,100189321.0,HGNC:34888,TRQ-TTG3-1,,
SIDG39452,,,100189185.0,HGNC:34748,TRQ-TTG3-2,,
SIDG39453,,,100189074.0,HGNC:34633,TRQ-TTG3-3,,
SIDG39454,,,100189422.0,HGNC:34991,TRQ-TTG4-1,,
SIDG39455,,,100189473.0,HGNC:35046,TRQ-TTG5-1,NG_008531,
SIDG39456,,,100189026.0,HGNC:34585,TRQ-TTG6-1,,
SIDG39457,,,100189444.0,HGNC:35014,TRQ-TTG7-1,NG_007268,
SIDG39458,,,100189505.0,HGNC:35080,TRQ-TTG8-1,NG_008563,
SIDG39459,,,100189509.0,HGNC:35084,TRQ-TTG9-1,NG_008567,
SIDG39460,,,100189010.0,HGNC:34569,TRQ-TTG10-1,,
SIDG39461,,,100189396.0,HGNC:34964,TRR-ACG1-1,,
SIDG39462,,,7231.0,HGNC:12344,TRR-ACG1-2,,
SIDG39463,,,100189243.0,HGNC:34806,TRR-ACG1-3,,
SIDG39464,,,100189103.0,HGNC:34664,TRR-ACG2-1,,
SIDG39465,,,100189167.0,HGNC:34729,TRR-ACG2-2,,
SIDG39466,,,100189099.0,HGNC:34660,TRR-ACG2-3,,
SIDG39467,,,100189428.0,HGNC:34997,TRR-ACG2-4,,
SIDG39468,,,100189365.0,HGNC:34933,TRR-CCG1-1,,
SIDG39469,,,100189084.0,HGNC:34644,TRR-CCG1-2,,
SIDG39470,,,100189173.0,HGNC:34735,TRR-CCG1-3,,
SIDG39471,,,7233.0,HGNC:12346,TRR-CCG2-1,,
SIDG39472,,,100189078.0,HGNC:34638,TRR-CCT1-1,,
SIDG39473,,,100189181.0,HGNC:34744,TRR-CCT2-1,,
SIDG39474,,,100189168.0,HGNC:34730,TRR-CCT3-1,,
SIDG39475,,,100189406.0,HGNC:34975,TRR-CCT4-1,,
SIDG39476,,,100189270.0,HGNC:34833,TRR-CCT5-1,,
SIDG39477,,,100189521.0,HGNC:35096,TRR-CCT6-1,,
SIDG39478,,,100189449.0,HGNC:35019,TRR-CCT6-2,NG_008505,
SIDG39479,,,100189443.0,HGNC:35013,TRR-CCT7-1,NG_008499,
SIDG39480,,,100189502.0,HGNC:35077,TRR-CCT8-1,NG_008560,
SIDG39481,,,100189537.0,HGNC:35114,TRR-CCT9-1,NG_008595,
SIDG39482,,,100189264.0,HGNC:34827,TRR-TCG1-1,,
SIDG39483,,,100189410.0,HGNC:34979,TRR-TCG2-1,,
SIDG39484,,,100189371.0,HGNC:34939,TRR-TCG3-1,,
SIDG39485,,,7232.0,HGNC:12345,TRR-TCG4-1,,
SIDG39486,,,100189034.0,HGNC:34593,TRR-TCG5-1,,
SIDG39487,,,100189025.0,HGNC:34584,TRR-TCG6-1,,
SIDG39488,,,100189133.0,HGNC:34695,TRR-TCT1-1,,
SIDG39489,,,7230.0,HGNC:12343,TRR-TCT2-1,,
SIDG39490,,,100189109.0,HGNC:34670,TRR-TCT3-1,,
SIDG39491,,,100189115.0,HGNC:34677,TRR-TCT3-2,,
SIDG39492,,,100189166.0,HGNC:34728,TRR-TCT4-1,,
SIDG39493,,,100189012.0,HGNC:34571,TRR-TCT5-1,,
