gene_id,cosmic_gene_symbol,ensembl_gene_id,entrez_id,hgnc_id,hgnc_symbol,refseq_id,uniprot_id
SIDG04849,CLIC2,ENSG00000155962,1193.0,HGNC:2063,CLIC2,NM_001289,O15247
SIDG04850,CLIC3,ENSG00000169583,9022.0,HGNC:2064,CLIC3,NM_004669,O95833
SIDG04851,CLIC4,ENSG00000169504,25932.0,HGNC:13518,CLIC4,NM_013943,Q9Y696
SIDG04852,,ENSG00000236739,646609.0,HGNC:49797,CLIC4P1,NG_021641,
SIDG04853,,ENSG00000269546,100130584.0,HGNC:49798,CLIC4P2,NG_021738,
SIDG04854,,ENSG00000237931,442447.0,HGNC:49799,CLIC4P3,NG_022657,
SIDG04855,CLIC5,ENSG00000112782,53405.0,HGNC:13517,CLIC5,NM_001114086,Q9NZA1
SIDG04856,CLIC6,ENSG00000159212,54102.0,HGNC:2065,CLIC6,NM_001317009,Q96NY7
SIDG04857,CLINT1,ENSG00000113282,9685.0,HGNC:23186,CLINT1,NM_014666,Q14677
SIDG04858,CLIP1,ENSG00000130779,6249.0,HGNC:10461,CLIP1,NM_002956,P30622
SIDG04859,,ENSG00000257097,100507066.0,HGNC:48586,CLIP1-AS1,NR_045382,
SIDG04860,CLIP2,ENSG00000106665,7461.0,HGNC:2586,CLIP2,NM_003388,Q9UDT6
SIDG04861,CLIP3,ENSG00000105270,25999.0,HGNC:24314,CLIP3,NM_015526,Q96DZ5
SIDG04862,CLIP4,ENSG00000115295,79745.0,HGNC:26108,CLIP4,NM_024692,Q8N3C7
SIDG04863,CLK1,ENSG00000013441,1195.0,HGNC:2068,CLK1,NM_001162407,P49759
SIDG04864,CLK2,ENSG00000176444,1196.0,HGNC:2069,CLK2,NM_003993,P49760
SIDG04865,,ENSG00000232553,1197.0,HGNC:2070,CLK2P1,NR_002711,
SIDG04866,CLK3,ENSG00000179335,1198.0,HGNC:2071,CLK3,NM_001130028,P49761
SIDG04867,,,646505.0,HGNC:49785,CLK3P1,NG_007302,
SIDG04868,,ENSG00000226191,100128834.0,HGNC:49786,CLK3P2,NG_007301,
SIDG04869,CLK4,ENSG00000113240,57396.0,HGNC:13659,CLK4,NM_020666,Q9HAZ1
SIDG04870,CLLU1,ENSG00000257127,574028.0,HGNC:29841,CLLU1,NR_027932,Q5K131
SIDG04871,CLLU1OS,ENSG00000205057,574016.0,HGNC:24070,CLLU1OS,NM_001025232,Q5K130
SIDG04872,,ENSG00000249035,101927096.0,HGNC:52287,CLMAT3,NR_109873,
SIDG04873,CLMN,ENSG00000165959,79789.0,HGNC:19972,CLMN,NM_024734,Q96JQ2
SIDG04874,CLMP,ENSG00000166250,79827.0,HGNC:24039,CLMP,NM_024769,Q9H6B4
SIDG04875,CLN3,ENSG00000188603,1201.0,HGNC:2074,CLN3,NM_000086,Q13286
SIDG04876,CLN5,ENSG00000102805,1203.0,HGNC:2076,CLN5,NM_006493,O75503
SIDG04877,CLN6,ENSG00000128973,54982.0,HGNC:2077,CLN6,NM_017882,Q9NWW5
SIDG04878,CLN8,ENSG00000182372,2055.0,HGNC:2079,CLN8,NM_018941,Q9UBY8
SIDG04879,,,497231.0,HGNC:32782,CLN9,,
SIDG04880,CLNK,ENSG00000109684,116449.0,HGNC:17438,CLNK,NM_052964,Q7Z7G1
SIDG04881,CLNS1A,ENSG00000074201,1207.0,HGNC:2080,CLNS1A,NM_001293,P54105
SIDG04882,,ENSG00000213335,1204.0,HGNC:2081,CLNS1AP1,NG_002905,
SIDG04883,CLOCK,ENSG00000134852,9575.0,HGNC:2082,CLOCK,NM_004898,O15516
SIDG04884,CLP1,ENSG00000172409,10978.0,HGNC:16999,CLP1,NM_006831,Q92989
SIDG04885,CLPB,ENSG00000162129,81570.0,HGNC:30664,CLPB,NM_030813,Q9H078
SIDG04886,CLPP,ENSG00000125656,8192.0,HGNC:2084,CLPP,NM_006012,Q16740
SIDG04887,CLPS,ENSG00000137392,1208.0,HGNC:2085,CLPS,NM_001832,P04118
SIDG04888,,ENSG00000204140,340204.0,HGNC:21251,CLPSL1,NM_001010886,A2RUU4
SIDG04889,,ENSG00000196748,389383.0,HGNC:21250,CLPSL2,NM_207409,Q6UWE3
SIDG04890,CLPTM1,ENSG00000104853,1209.0,HGNC:2087,CLPTM1,NM_001294,O96005
SIDG04891,CLPTM1L,ENSG00000049656,81037.0,HGNC:24308,CLPTM1L,NM_030782,Q96KA5
SIDG04892,,ENSG00000271036,106480241.0,HGNC:49023,CLPTM1LP1,NG_043819,
SIDG04893,CLPX,ENSG00000166855,10845.0,HGNC:2088,CLPX,NM_006660,O76031
SIDG04894,CLRN1,ENSG00000163646,7401.0,HGNC:12605,CLRN1,NM_001195794,P58418
SIDG04895,,ENSG00000239265,116933.0,HGNC:30895,CLRN1-AS1,NR_024066,
SIDG04896,CLRN2,ENSG00000249581,645104.0,HGNC:33939,CLRN2,NM_001079827,A0PK11
SIDG04897,CLRN3,ENSG00000180745,119467.0,HGNC:20795,CLRN3,NM_152311,Q8NCR9
SIDG04898,CLSPN,ENSG00000092853,63967.0,HGNC:19715,CLSPN,NM_022111,Q9HAW4
SIDG04899,CLSTN1,ENSG00000171603,22883.0,HGNC:17447,CLSTN1,NM_001009566,O94985
SIDG04900,CLSTN2,ENSG00000158258,64084.0,HGNC:17448,CLSTN2,NM_022131,Q9H4D0
SIDG04901,,ENSG00000250433,101927808.0,HGNC:49095,CLSTN2-AS1,NR_108084,
SIDG04902,CLSTN3,ENSG00000139182,9746.0,HGNC:18371,CLSTN3,NM_014718,Q9BQT9
SIDG04903,CLTA,ENSG00000122705,1211.0,HGNC:2090,CLTA,NM_007096,P09496
SIDG04904,CLTB,ENSG00000175416,1212.0,HGNC:2091,CLTB,NM_001834,P09497
SIDG04905,CLTC,ENSG00000141367,1213.0,HGNC:2092,CLTC,NM_004859,Q00610
SIDG04906,,,,HGNC:41321,CLTC-IT1,,
SIDG04907,CLTCL1,ENSG00000070371,8218.0,HGNC:2093,CLTCL1,NM_007098,P53675
SIDG04908,,ENSG00000147003,57393.0,HGNC:29437,CLTRN,NM_020665,Q9HBJ8
SIDG04909,CLU,ENSG00000120885,1191.0,HGNC:2095,CLU,NM_001831,P10909
SIDG04910,CLUAP1,ENSG00000103351,23059.0,HGNC:19009,CLUAP1,NM_024793,Q96AJ1
SIDG04911,,ENSG00000132361,23277.0,HGNC:29094,CLUH,NM_015229,O75153
SIDG04912,,ENSG00000238191,100418708.0,HGNC:38416,CLUHP1,NG_021913,
SIDG04913,,ENSG00000228945,100418709.0,HGNC:38453,CLUHP2,NG_004636,
SIDG04914,,ENSG00000131797,100132341.0,HGNC:28447,CLUHP3,NR_024034,Q96NS8
SIDG04915,,ENSG00000249003,100418711.0,HGNC:38470,CLUHP4,NG_022045,
SIDG04916,,ENSG00000230468,100418745.0,HGNC:38471,CLUHP5,NG_022159,
SIDG04917,,ENSG00000265279,100418754.0,HGNC:51571,CLUHP6,NG_026287,
SIDG04918,,,100418719.0,HGNC:51570,CLUHP7,NG_026587,
SIDG04919,,ENSG00000258278,100418733.0,HGNC:51573,CLUHP8,NG_024078,
SIDG04920,,,100418742.0,HGNC:51572,CLUHP9,NG_024901,
SIDG04921,,ENSG00000282511,107161230.0,HGNC:51574,CLUHP10,NG_046708,
SIDG04922,,ENSG00000278138,100418756.0,HGNC:51806,CLUHP11,NG_026413,
SIDG04923,CLUL1,ENSG00000079101,27098.0,HGNC:2096,CLUL1,NM_001289036,Q15846
SIDG04924,CLVS1,ENSG00000177182,157807.0,HGNC:23139,CLVS1,NM_173519,Q8IUQ0
SIDG04925,CLVS2,ENSG00000146352,134829.0,HGNC:23046,CLVS2,NM_001010852,Q5SYC1
SIDG04926,CLYBL,ENSG00000125246,171425.0,HGNC:18355,CLYBL,NM_206808,Q8N0X4
SIDG04927,,ENSG00000234303,101927465.0,HGNC:39893,CLYBL-AS1,NR_046525,
SIDG04928,,ENSG00000227659,100874063.0,HGNC:39894,CLYBL-AS2,NR_046526,
SIDG04929,,,,HGNC:39892,CLYBL-IT1,,
SIDG04930,CMA1,ENSG00000092009,1215.0,HGNC:2097,CMA1,NM_001836,P23946
SIDG04931,CMAHP,ENSG00000168405,8418.0,HGNC:2098,CMAHP,NR_002174,Q9Y471
SIDG04932,CMAS,ENSG00000111726,55907.0,HGNC:18290,CMAS,NM_018686,Q8NFW8
SIDG04933,CMBL,ENSG00000164237,134147.0,HGNC:25090,CMBL,NM_138809,Q96DG6
SIDG04934,CMC1,ENSG00000187118,152100.0,HGNC:28783,CMC1,NM_182523,Q7Z7K0
SIDG04935,,ENSG00000103121,56942.0,HGNC:24447,CMC2,NM_020188,Q9NRP2
SIDG04936,,ENSG00000182712,100272147.0,HGNC:35428,CMC4,NM_001018024.2,P56277
SIDG04937,,,1218.0,HGNC:2102,CMD1B,,
SIDG04938,,,,HGNC:2106,CMD1F,,
SIDG04939,,,23459.0,HGNC:2108,CMD1H,,
SIDG04940,,,65014.0,HGNC:14541,CMD1K,,
SIDG04941,,,664728.0,HGNC:32552,CMD1Q,,
SIDG04942,CMIP,ENSG00000153815,80790.0,HGNC:24319,CMIP,NM_030629,Q8IY22
SIDG04943,CMKLR1,ENSG00000174600,1240.0,HGNC:2121,CMKLR1,NM_001142343,Q99788
SIDG04944,,,1243.0,HGNC:2124,CMM,,
SIDG04945,CMPK1,ENSG00000162368,51727.0,HGNC:18170,CMPK1,NM_016308,P30085
SIDG04946,CMPK2,ENSG00000134326,129607.0,HGNC:27015,CMPK2,NM_207315,Q5EBM0
SIDG04947,,,1245.0,HGNC:2126,CMR1A,,
SIDG04948,,,1246.0,HGNC:2127,CMR2A,,
SIDG04949,,,1247.0,HGNC:2128,CMR3A,,
SIDG04950,,ENSG00000184220,84319.0,HGNC:28666,CMSS1,NM_032359,Q9BQ75
SIDG04951,,,,HGNC:2129,CMT1A,,
SIDG04952,,,,HGNC:2132,CMT2B,,
SIDG04953,CMTM1,ENSG00000089505,113540.0,HGNC:19172,CMTM1,NM_052999,Q8IZ96
SIDG04954,CMTM2,ENSG00000140932,146225.0,HGNC:19173,CMTM2,NM_001199317,Q8TAZ6
SIDG04955,CMTM3,ENSG00000140931,123920.0,HGNC:19174,CMTM3,NM_144601,Q96MX0
SIDG04956,CMTM4,ENSG00000183723,146223.0,HGNC:19175,CMTM4,NM_178818,Q8IZR5
SIDG04957,CMTM5,ENSG00000166091,116173.0,HGNC:19176,CMTM5,NM_001037288,Q96DZ9
SIDG04958,CMTM6,ENSG00000091317,54918.0,HGNC:19177,CMTM6,NM_017801,Q9NX76
SIDG04959,CMTM7,ENSG00000153551,112616.0,HGNC:19178,CMTM7,NM_138410,Q96FZ5
SIDG04960,CMTM8,ENSG00000170293,152189.0,HGNC:19179,CMTM8,NM_178868,Q8IZV2
SIDG04961,,ENSG00000137200,23070.0,HGNC:21077,CMTR1,NM_015050,Q8N1G2
SIDG04962,,ENSG00000180917,55783.0,HGNC:25635,CMTR2,NM_018348,Q8IYT2
SIDG04963,,,1253.0,HGNC:2137,CMTX2,,
SIDG04964,,,1254.0,HGNC:2138,CMTX3,,
SIDG04965,CMYA5,ENSG00000164309,202333.0,HGNC:14305,CMYA5,NM_153610,Q8N3K9
SIDG04966,,,1255.0,HGNC:2139,CNA1,,
SIDG04967,CNBD1,ENSG00000176571,168975.0,HGNC:26663,CNBD1,NM_173538,Q8NA66
SIDG04968,,ENSG00000149646,140894.0,HGNC:16145,CNBD2,NM_080834,Q96M20
SIDG04969,CNBP,ENSG00000169714,7555.0,HGNC:13164,CNBP,NM_003418,P62633
SIDG04970,,,1257.0,HGNC:2141,CNC2,,
SIDG04971,CNDP1,ENSG00000150656,84735.0,HGNC:20675,CNDP1,NM_032649,Q96KN2
SIDG04972,CNDP2,ENSG00000133313,55748.0,HGNC:24437,CNDP2,NM_018235,Q96KP4
SIDG04973,,ENSG00000205423,255919.0,HGNC:26759,CNEP1R1,NM_153261,Q8N9A8
SIDG04974,CNFN,ENSG00000105427,84518.0,HGNC:30183,CNFN,NM_032488,Q9BYD5
SIDG04975,CNGA1,ENSG00000198515,1259.0,HGNC:2148,CNGA1,NM_000087,P29973
SIDG04976,CNGA2,ENSG00000183862,1260.0,HGNC:2149,CNGA2,NM_005140,Q16280
SIDG04977,CNGA3,ENSG00000144191,1261.0,HGNC:2150,CNGA3,NM_001298,Q16281
SIDG04978,CNGA4,ENSG00000132259,1262.0,HGNC:2152,CNGA4,NM_001037329,Q8IV77
SIDG04979,CNGB1,ENSG00000070729,1258.0,HGNC:2151,CNGB1,NM_001297,Q14028
SIDG04980,CNGB3,ENSG00000170289,54714.0,HGNC:2153,CNGB3,NM_019098,Q9NQW8
SIDG04981,,ENSG00000100528,10175.0,HGNC:19431,CNIH1,NM_005776,O95406
SIDG04982,CNIH2,ENSG00000174871,254263.0,HGNC:28744,CNIH2,NM_182553,Q6PI25
SIDG04983,CNIH3,ENSG00000143786,149111.0,HGNC:26802,CNIH3,NM_152495,Q8TBE1
SIDG04984,CNIH4,ENSG00000143771,29097.0,HGNC:25013,CNIH4,NM_014184,Q9P003
SIDG04985,CNKSR1,ENSG00000142675,10256.0,HGNC:19700,CNKSR1,NM_006314,Q969H4
SIDG04986,CNKSR2,ENSG00000149970,22866.0,HGNC:19701,CNKSR2,NM_014927,Q8WXI2
SIDG04987,CNKSR3,ENSG00000153721,154043.0,HGNC:23034,CNKSR3,NM_173515,Q6P9H4
SIDG04988,,ENSG00000136110,11061.0,HGNC:17005,CNMD,NM_001011705,O75829
SIDG04989,CNN1,ENSG00000130176,1264.0,HGNC:2155,CNN1,NM_001299,P51911
SIDG04990,CNN2,ENSG00000064666,1265.0,HGNC:2156,CNN2,NM_004368,Q99439
SIDG04991,,ENSG00000227201,646467.0,HGNC:39526,CNN2P1,NG_022869,
SIDG04992,,ENSG00000227069,642888.0,HGNC:39527,CNN2P2,NG_021614,
SIDG04993,,ENSG00000235832,392343.0,HGNC:39528,CNN2P3,NG_021622,
SIDG04994,,ENSG00000213816,647507.0,HGNC:39529,CNN2P4,NG_021653,
SIDG04995,,ENSG00000213854,339897.0,HGNC:39531,CNN2P6,NG_022198,
SIDG04996,,ENSG00000215562,391266.0,HGNC:39532,CNN2P7,NG_021996,
SIDG04997,,ENSG00000213355,205272.0,HGNC:39533,CNN2P8,NG_021570,
SIDG04998,,ENSG00000213149,441166.0,HGNC:39534,CNN2P9,NG_022902,
SIDG04999,,ENSG00000232223,646693.0,HGNC:39535,CNN2P10,NG_022816,
SIDG05000,,ENSG00000237383,100689296.0,HGNC:39536,CNN2P11,NG_029997,
SIDG05001,,ENSG00000204718,100131550.0,HGNC:39834,CNN2P12,NG_021966,
SIDG05002,CNN3,ENSG00000117519,1266.0,HGNC:2157,CNN3,NM_001839,Q15417
SIDG05003,,ENSG00000218868,643875.0,HGNC:38666,CNN3P1,NG_022343,
SIDG05004,CNNM1,ENSG00000119946,26507.0,HGNC:102,CNNM1,NM_020348,Q9NRU3
SIDG05005,CNNM2,ENSG00000148842,54805.0,HGNC:103,CNNM2,NM_017649,Q9H8M5
SIDG05006,CNNM3,ENSG00000168763,26505.0,HGNC:104,CNNM3,NM_017623,Q8NE01
SIDG05007,,ENSG00000273265,100506036.0,HGNC:53592,CNNM3-DT,NR_149141,
SIDG05008,CNNM4,ENSG00000158158,26504.0,HGNC:105,CNNM4,NM_020184,Q6P4Q7
SIDG05009,CNOT1,ENSG00000125107,23019.0,HGNC:7877,CNOT1,NM_016284,A5YKK6
SIDG05010,CNOT2,ENSG00000111596,4848.0,HGNC:7878,CNOT2,NM_001199302,Q9NZN8
SIDG05011,CNOT3,ENSG00000088038,4849.0,HGNC:7879,CNOT3,NM_014516,O75175
SIDG05012,CNOT4,ENSG00000080802,4850.0,HGNC:7880,CNOT4,NM_013316,O95628
SIDG05013,,ENSG00000236704,100874389.0,HGNC:39272,CNOT4P1,NG_032240,
SIDG05014,,,,HGNC:14100,CNOT5,,
SIDG05015,CNOT6,ENSG00000113300,57472.0,HGNC:14099,CNOT6,NM_015455,Q9ULM6
SIDG05016,CNOT6L,ENSG00000138767,246175.0,HGNC:18042,CNOT6L,NM_001286790,Q96LI5
SIDG05017,,ENSG00000230183,729530.0,HGNC:32355,CNOT6LP1,NG_009481,
SIDG05018,CNOT7,ENSG00000198791,29883.0,HGNC:14101,CNOT7,NM_013354,Q9UIV1
SIDG05019,,ENSG00000233229,100421338.0,HGNC:44248,CNOT7P1,NG_009809,
SIDG05020,,ENSG00000232185,100132332.0,HGNC:44249,CNOT7P2,NG_030209,
SIDG05021,CNOT8,ENSG00000155508,9337.0,HGNC:9207,CNOT8,NM_004779,Q9UFF9
SIDG05022,,ENSG00000144580,9125.0,HGNC:10445,CNOT9,NM_005444,Q92600
SIDG05023,CNOT10,ENSG00000182973,25904.0,HGNC:23817,CNOT10,NM_015442,Q9H9A5
SIDG05024,,ENSG00000251224,100874109.0,HGNC:41031,CNOT10-AS1,,
SIDG05025,,ENSG00000158435,55571.0,HGNC:25217,CNOT11,NM_017546,Q9UKZ1
SIDG05026,CNP,ENSG00000173786,1267.0,HGNC:2158,CNP,NM_001330216,P09543
SIDG05027,CNPPD1,ENSG00000115649,27013.0,HGNC:25220,CNPPD1,NM_015680,Q9BV87
SIDG05028,CNPY1,ENSG00000146910,285888.0,HGNC:27786,CNPY1,XM_001129537,Q3B7I2
SIDG05029,CNPY2,ENSG00000257727,10330.0,HGNC:13529,CNPY2,NM_014255,Q9Y2B0
SIDG05030,CNPY3,ENSG00000137161,10695.0,HGNC:11968,CNPY3,NM_006586,Q9BT09
SIDG05031,CNPY4,ENSG00000166997,245812.0,HGNC:28631,CNPY4,NM_152755,Q8N129
SIDG05032,CNR1,ENSG00000118432,1268.0,HGNC:2159,CNR1,NM_001160226,P21554
SIDG05033,CNR2,ENSG00000188822,1269.0,HGNC:2160,CNR2,NM_001841,P34972
SIDG05034,CNRIP1,ENSG00000119865,25927.0,HGNC:24546,CNRIP1,NM_015463,Q96F85
SIDG05035,CNST,ENSG00000162852,163882.0,HGNC:26486,CNST,NM_152609,Q6PJW8
SIDG05036,CNTD1,ENSG00000176563,124817.0,HGNC:26847,CNTD1,NM_173478,Q8N815
SIDG05037,CNTD2,ENSG00000105219,79935.0,HGNC:25805,CNTD2,NM_024877,Q9H8S5
SIDG05038,CNTF,ENSG00000242689,1270.0,HGNC:2169,CNTF,NM_000614,P26441
SIDG05039,CNTFR,ENSG00000122756,1271.0,HGNC:2170,CNTFR,NM_001207011,P26992
SIDG05040,,ENSG00000237159,415056.0,HGNC:48712,CNTFR-AS1,NR_024369,
SIDG05041,CNTLN,ENSG00000044459,54875.0,HGNC:23432,CNTLN,NM_017738,Q9NXG0
SIDG05042,CNTN1,ENSG00000018236,1272.0,HGNC:2171,CNTN1,NM_001843,Q12860
SIDG05043,CNTN2,ENSG00000184144,6900.0,HGNC:2172,CNTN2,NM_005076,Q02246
SIDG05044,CNTN3,ENSG00000113805,5067.0,HGNC:2173,CNTN3,NM_020872,Q9P232
SIDG05045,CNTN4,ENSG00000144619,152330.0,HGNC:2174,CNTN4,NM_001206955,Q8IWV2
SIDG05046,,ENSG00000237990,100873975.0,HGNC:39985,CNTN4-AS1,NR_046554,
SIDG05047,,ENSG00000227588,100873976.0,HGNC:39986,CNTN4-AS2,NR_046555,
SIDG05048,CNTN5,ENSG00000149972,53942.0,HGNC:2175,CNTN5,NM_014361,O94779
SIDG05049,CNTN6,ENSG00000134115,27255.0,HGNC:2176,CNTN6,NM_014461,Q9UQ52
SIDG05050,CNTNAP1,ENSG00000108797,8506.0,HGNC:8011,CNTNAP1,NM_003632,P78357
SIDG05051,CNTNAP2,ENSG00000174469,26047.0,HGNC:13830,CNTNAP2,NM_014141,Q9UHC6
SIDG05052,CNTNAP3,ENSG00000106714,79937.0,HGNC:13834,CNTNAP3,NM_033655,Q9BZ76
SIDG05053,CNTNAP3B,ENSG00000154529,728577.0,HGNC:32035,CNTNAP3B,NM_001201380,Q96NU0
SIDG05054,,ENSG00000273509,100420787.0,HGNC:49591,CNTNAP3P1,NG_023920,
SIDG05055,,ENSG00000276386,643827.0,HGNC:49589,CNTNAP3P2,NR_111893,
SIDG05056,,,106660623.0,HGNC:49580,CNTNAP3P3,NG_044948,
SIDG05057,,,107403150.0,HGNC:49581,CNTNAP3P4,NG_046801,
SIDG05058,,ENSG00000278213,100420786.0,HGNC:49588,CNTNAP3P5,NG_023913,
SIDG05059,,,100420776.0,HGNC:49583,CNTNAP3P6,NG_023817,
SIDG05060,,,100420777.0,HGNC:49585,CNTNAP3P7,NG_023823,
SIDG05061,,,100420785.0,HGNC:49586,CNTNAP3P8,NG_023910,
SIDG05062,,,107403148.0,HGNC:49587,CNTNAP3P9,NG_046800,
SIDG05063,CNTNAP4,ENSG00000152910,85445.0,HGNC:18747,CNTNAP4,NM_033401,Q9C0A0
SIDG05064,CNTNAP5,ENSG00000155052,129684.0,HGNC:18748,CNTNAP5,NM_130773,Q8WYK1
SIDG05065,CNTRL,ENSG00000119397,11064.0,HGNC:1858,CNTRL,NM_007018,Q7Z7A1
SIDG05066,CNTROB,ENSG00000170037,116840.0,HGNC:29616,CNTROB,NM_053051,Q8N137
SIDG05067,,ENSG00000106603,55744.0,HGNC:21868,COA1,NM_018224,Q9GZY4
SIDG05068,,ENSG00000183978,28958.0,HGNC:24990,COA3,NM_014019,Q9Y2R0
SIDG05069,COA4,ENSG00000181924,51287.0,HGNC:24604,COA4,NM_016565,Q9NYJ1
SIDG05070,,ENSG00000183513,493753.0,HGNC:33848,COA5,NM_001008215,Q86WW8
SIDG05071,COA6,ENSG00000168275,388753.0,HGNC:18025,COA6,NM_001012985,Q5JTJ3
SIDG05072,,ENSG00000162377,65260.0,HGNC:25716,COA7,NM_023077,Q96BR5
SIDG05073,COASY,ENSG00000068120,80347.0,HGNC:29932,COASY,NM_025233,Q13057
SIDG05074,COBL,ENSG00000106078,23242.0,HGNC:22199,COBL,NM_015198,O75128
SIDG05075,COBLL1,ENSG00000082438,22837.0,HGNC:23571,COBLL1,NM_014900,Q53SF7
SIDG05076,COCH,ENSG00000100473,1690.0,HGNC:2180,COCH,NM_004086,O43405
SIDG05077,,,1275.0,HGNC:2182,COD2,,
SIDG05078,COG1,ENSG00000166685,9382.0,HGNC:6545,COG1,NM_018714,Q8WTW3
SIDG05079,COG2,ENSG00000135775,22796.0,HGNC:6546,COG2,NM_007357,Q14746
SIDG05080,COG3,ENSG00000136152,83548.0,HGNC:18619,COG3,NM_031431,Q96JB2
SIDG05081,COG4,ENSG00000103051,25839.0,HGNC:18620,COG4,NM_001195139,Q9H9E3
SIDG05082,COG5,ENSG00000164597,10466.0,HGNC:14857,COG5,NM_001161520,Q9UP83
SIDG05083,COG6,ENSG00000133103,57511.0,HGNC:18621,COG6,NM_001145079,Q9Y2V7
SIDG05084,COG7,ENSG00000168434,91949.0,HGNC:18622,COG7,NM_153603,P83436
SIDG05085,COG8,ENSG00000213380,84342.0,HGNC:18623,COG8,NM_032382,Q96MW5
SIDG05086,COIL,ENSG00000121058,8161.0,HGNC:2184,COIL,NM_004645,P38432
SIDG05087,,,317784.0,HGNC:19927,COILP1,NG_002476,
SIDG05088,,,494447.0,HGNC:25389,COILP2,NG_004786,
SIDG05089,COL1A1,ENSG00000108821,1277.0,HGNC:2197,COL1A1,NM_000088,P02452
SIDG05090,COL1A2,ENSG00000164692,1278.0,HGNC:2198,COL1A2,NM_000089,P08123
SIDG05091,,,101927525.0,HGNC:53133,COL1A2-AS1,NR_147206,
SIDG05092,,,1279.0,HGNC:2199,COL1AR,,
SIDG05093,COL2A1,ENSG00000139219,1280.0,HGNC:2200,COL2A1,NM_001844,P02458
SIDG05094,COL3A1,ENSG00000168542,1281.0,HGNC:2201,COL3A1,NM_000090,P02461
SIDG05095,COL4A1,ENSG00000187498,1282.0,HGNC:2202,COL4A1,NM_001303110,P02462
SIDG05096,COL4A2,ENSG00000134871,1284.0,HGNC:2203,COL4A2,NM_001846,P08572
SIDG05097,,ENSG00000232814,100874203.0,HGNC:40156,COL4A2-AS1,NR_046583,
SIDG05098,COL4A2-AS2,ENSG00000224821,100129836.0,HGNC:39849,COL4A2-AS2,NM_001267044,
SIDG05099,COL4A3,ENSG00000169031,1285.0,HGNC:2204,COL4A3,NM_000091,Q01955
SIDG05100,COL4A3BP,ENSG00000113163,10087.0,HGNC:2205,COL4A3BP,NM_005713,Q9Y5P4
SIDG05101,COL4A4,ENSG00000081052,1286.0,HGNC:2206,COL4A4,NM_000092,P53420
SIDG05102,COL4A5,ENSG00000188153,1287.0,HGNC:2207,COL4A5,NM_000495,P29400
SIDG05103,COL4A6,ENSG00000197565,1288.0,HGNC:2208,COL4A6,NM_001287758,Q14031
SIDG05104,COL5A1,ENSG00000130635,1289.0,HGNC:2209,COL5A1,NM_000093,P20908
SIDG05105,,ENSG00000204011,414316.0,HGNC:31368,COL5A1-AS1,NR_138049,Q5SY13
SIDG05106,COL5A2,ENSG00000204262,1290.0,HGNC:2210,COL5A2,NM_000393,P05997
SIDG05107,COL5A3,ENSG00000080573,50509.0,HGNC:14864,COL5A3,NM_015719,P25940
SIDG05108,COL6A1,ENSG00000142156,1291.0,HGNC:2211,COL6A1,NM_001848,P12109
SIDG05109,COL6A2,ENSG00000142173,1292.0,HGNC:2212,COL6A2,NM_001849,P12110
SIDG05110,COL6A3,ENSG00000163359,1293.0,HGNC:2213,COL6A3,NM_004369,P12111
SIDG05111,,ENSG00000230524,344875.0,HGNC:33484,COL6A4P1,NR_027927,
SIDG05112,,ENSG00000228252,646300.0,HGNC:38501,COL6A4P2,NR_027898,
SIDG05113,COL6A5,ENSG00000172752,256076.0,HGNC:26674,COL6A5,NM_153264,A8TX70
SIDG05114,COL6A6,ENSG00000206384,131873.0,HGNC:27023,COL6A6,NM_001102608,A6NMZ7
SIDG05115,COL7A1,ENSG00000114270,1294.0,HGNC:2214,COL7A1,NM_000094,Q02388
SIDG05116,COL8A1,ENSG00000144810,1295.0,HGNC:2215,COL8A1,NM_001850,P27658
SIDG05117,COL8A2,ENSG00000171812,1296.0,HGNC:2216,COL8A2,NM_005202,P25067
SIDG05118,COL9A1,ENSG00000112280,1297.0,HGNC:2217,COL9A1,NM_001851,P20849
SIDG05119,COL9A2,ENSG00000049089,1298.0,HGNC:2218,COL9A2,NM_001852,Q14055
SIDG05120,COL9A3,ENSG00000092758,1299.0,HGNC:2219,COL9A3,NM_001853,Q14050
SIDG05121,COL10A1,ENSG00000123500,1300.0,HGNC:2185,COL10A1,NM_000493,Q03692
SIDG05122,COL11A1,ENSG00000060718,1301.0,HGNC:2186,COL11A1,NM_080630,P12107
SIDG05123,COL11A2,ENSG00000204248,1302.0,HGNC:2187,COL11A2,NM_001163771,P13942
SIDG05124,,ENSG00000228688,394214.0,HGNC:13947,COL11A2P1,NG_007926,
SIDG05125,COL12A1,ENSG00000111799,1303.0,HGNC:2188,COL12A1,NM_004370,Q99715
SIDG05126,COL13A1,ENSG00000197467,1305.0,HGNC:2190,COL13A1,NM_005203,Q5TAT6
SIDG05127,COL14A1,ENSG00000187955,7373.0,HGNC:2191,COL14A1,NM_021110,Q05707
SIDG05128,COL15A1,ENSG00000204291,1306.0,HGNC:2192,COL15A1,NM_001855,P39059
SIDG05129,COL16A1,ENSG00000084636,1307.0,HGNC:2193,COL16A1,NM_001856,Q07092
SIDG05130,COL17A1,ENSG00000065618,1308.0,HGNC:2194,COL17A1,NM_130778,Q9UMD9
SIDG05131,COL18A1,ENSG00000182871,80781.0,HGNC:2195,COL18A1,NM_030582,P39060
SIDG05132,,ENSG00000183535,378832.0,HGNC:23132,COL18A1-AS1,NR_027498,
